model_type,task_type,question_idx,gold_answer,baseline_stop_window,baseline_tokens_saved,stop_window_0.50,stop_window_0.85,stop_window_0.95,tokens_saved_0.50,tokens_saved_0.85,tokens_saved_0.95,is_correct_full,is_correct_baseline,is_correct_0.50,is_correct_0.85,is_correct_0.95
GPT3.5,gsm8k,294,3,5,1902,5,5,5,1902,1902,1902,True,True,True,True,True
GPT3.5,gsm8k,295,370,15,2477,5,5,10,3549,3549,3003,True,True,True,True,True
GPT3.5,gsm8k,296,3,10,2164,5,5,5,2557,2557,2557,True,True,True,True,True
GPT3.5,gsm8k,297,55,10,2806,5,5,5,3202,3202,3202,True,True,True,True,True
GPT3.5,gsm8k,298,500,40,0,5,5,40,2946,2946,0,False,False,False,False,False
GPT3.5,gsm8k,299,31800,25,1236,5,5,40,3053,3053,0,True,False,True,True,True
GPT3.5,gsm8k,300,78,10,1376,5,5,10,1580,1580,1376,True,True,False,False,True
GPT3.5,gsm8k,301,8,20,1018,5,5,40,1788,1788,0,True,True,True,True,True
GPT3.5,gsm8k,302,15,5,1870,5,5,5,1870,1870,1870,True,True,True,True,True
GPT3.5,gsm8k,303,1300,40,0,5,5,15,4947,4947,3496,True,True,False,False,True
GPT3.5,gsm8k,304,3200,5,2918,5,5,5,2918,2918,2918,True,True,True,True,True
GPT3.5,gsm8k,305,4,5,1266,5,5,15,1266,1266,839,True,True,True,True,True
GPT3.5,gsm8k,306,10,5,1946,5,5,5,1946,1946,1946,True,True,True,True,True
GPT3.5,gsm8k,307,16,40,0,5,5,5,2058,2058,2058,True,True,True,True,True
GPT3.5,gsm8k,308,6,25,1331,5,5,5,3015,3015,3015,True,True,False,False,False
GPT3.5,gsm8k,309,8,5,2010,5,5,40,2010,2010,0,True,True,True,True,True
GPT3.5,gsm8k,310,2050,40,0,5,5,5,4138,4138,4138,True,True,True,True,True
GPT3.5,gsm8k,311,91,5,2369,5,5,5,2369,2369,2369,True,True,True,True,True
GPT3.5,gsm8k,312,32,5,1520,5,5,5,1520,1520,1520,True,True,True,True,True
GPT3.5,gsm8k,313,120000,5,2764,5,5,5,2764,2764,2764,True,True,True,True,True
GPT3.5,gsm8k,314,30,10,3116,5,5,10,3638,3638,3116,True,True,True,True,True
GPT3.5,gsm8k,315,14,30,983,5,5,5,3343,3343,3343,True,True,True,True,True
GPT3.5,gsm8k,316,156,5,2612,5,5,5,2612,2612,2612,True,True,True,True,True
GPT3.5,gsm8k,317,12,5,1565,5,5,5,1565,1565,1565,True,True,True,True,True
GPT3.5,gsm8k,318,123,5,2319,5,5,15,2319,2319,1598,True,True,True,True,True
GPT3.5,gsm8k,319,15,15,2054,5,5,10,2905,2905,2409,True,True,True,True,True
GPT3.5,gsm8k,320,8,15,1798,5,5,10,2532,2532,2160,True,True,True,True,True
GPT3.5,gsm8k,321,1,5,1429,5,5,5,1429,1429,1429,True,True,True,True,True
GPT3.5,gsm8k,322,9,40,0,5,5,10,2524,2524,2206,False,False,False,False,False
GPT3.5,gsm8k,323,75,5,2893,5,5,5,2893,2893,2893,True,True,True,True,True
GPT3.5,gsm8k,324,14,40,0,5,5,40,2661,2661,0,True,True,False,False,True
GPT3.5,gsm8k,325,224000,5,3892,5,5,5,3892,3892,3892,True,True,True,True,True
GPT3.5,gsm8k,326,14,10,3213,5,5,5,3721,3721,3721,True,True,True,True,True
GPT3.5,gsm8k,327,31,5,3263,5,5,5,3263,3263,3263,True,True,True,True,True
GPT3.5,gsm8k,328,2,5,2188,5,5,5,2188,2188,2188,True,True,True,True,True
GPT3.5,gsm8k,329,14,5,1389,5,5,5,1389,1389,1389,True,True,True,True,True
GPT3.5,gsm8k,330,31,35,393,5,5,5,2916,2916,2916,True,True,True,True,True
GPT3.5,gsm8k,331,8400,10,3373,5,5,5,3945,3945,3945,False,False,False,False,False
GPT3.5,gsm8k,332,44,5,1461,5,5,15,1461,1461,1041,True,True,True,True,True
GPT3.5,gsm8k,333,100,10,1771,5,5,10,2005,2005,1771,False,False,False,False,False
GPT3.5,gsm8k,334,6,5,1625,5,5,15,1625,1625,1154,True,True,True,True,True
GPT3.5,gsm8k,335,310,5,2127,5,5,5,2127,2127,2127,True,True,True,True,True
GPT3.5,gsm8k,336,72,15,2517,5,5,5,3539,3539,3539,True,True,True,True,True
GPT3.5,gsm8k,337,1,5,1946,5,5,5,1946,1946,1946,True,True,True,True,True
GPT3.5,gsm8k,338,60,5,3773,5,5,5,3773,3773,3773,True,True,True,True,True
GPT3.5,gsm8k,339,160,5,4430,5,5,40,4430,4430,0,True,True,True,True,True
GPT3.5,gsm8k,340,4,40,0,5,5,40,2405,2405,0,False,False,False,False,False
GPT3.5,gsm8k,341,260,25,1611,5,5,5,3903,3903,3903,True,True,True,True,True
GPT3.5,gsm8k,342,87,5,1888,5,5,5,1888,1888,1888,True,True,True,True,True
GPT3.5,gsm8k,343,180000,15,2138,5,5,5,2916,2916,2916,True,True,True,True,True
GPT3.5,gsm8k,344,2,5,2054,5,5,5,2054,2054,2054,True,True,True,True,True
GPT3.5,gsm8k,345,310,5,1883,5,5,10,1883,1883,1639,True,True,True,True,True
GPT3.5,gsm8k,346,9,5,2734,5,5,40,2734,2734,0,True,True,True,True,True
GPT3.5,gsm8k,347,36,35,269,5,5,15,1768,1768,1291,True,True,True,True,True
GPT3.5,gsm8k,348,10,5,2858,5,5,10,2858,2858,2449,True,True,True,True,True
GPT3.5,gsm8k,349,2640,40,0,5,5,40,2066,2066,0,True,True,True,True,True
GPT3.5,gsm8k,350,8,5,3098,5,5,40,3098,3098,0,True,True,True,True,True
GPT3.5,gsm8k,351,10,15,1585,5,5,10,2248,2248,1897,True,True,True,True,True
GPT3.5,gsm8k,352,21,5,1535,5,5,10,1535,1535,1310,True,True,True,True,True
GPT3.5,gsm8k,353,20,40,0,5,5,25,1883,1883,785,True,True,True,True,True
GPT3.5,gsm8k,354,45,10,2276,5,5,40,2708,2708,0,True,True,True,True,True
GPT3.5,gsm8k,355,34,5,1908,5,5,5,1908,1908,1908,True,True,True,True,True
GPT3.5,gsm8k,356,21,5,2531,5,5,5,2531,2531,2531,True,True,True,True,True
GPT3.5,gsm8k,357,2,40,0,5,5,40,3494,3494,0,False,False,False,False,False
GPT3.5,gsm8k,358,20,20,1183,5,5,20,2133,2133,1183,True,True,True,True,True
GPT3.5,gsm8k,359,4,40,0,5,5,40,4272,4272,0,False,False,False,False,False
GPT3.5,gsm8k,360,25,5,2418,5,5,5,2418,2418,2418,True,True,True,True,True
GPT3.5,gsm8k,361,20,30,704,5,10,40,2276,1976,0,True,True,True,True,True
GPT3.5,gsm8k,362,23,5,2683,5,5,15,2683,2683,1833,True,True,True,True,True
GPT3.5,gsm8k,363,6,30,766,5,5,40,2864,2864,0,True,True,True,True,True
GPT3.5,gsm8k,364,49,15,1429,5,5,20,2066,2066,1148,True,True,True,True,True
GPT3.5,gsm8k,365,18,5,1619,5,5,10,1619,1619,1385,True,True,True,True,True
GPT3.5,gsm8k,366,9,5,1786,5,5,5,1786,1786,1786,True,True,True,True,True
GPT3.5,gsm8k,367,19,40,0,5,5,40,5195,5195,0,True,True,True,True,True
GPT3.5,gsm8k,368,18,10,1296,5,5,15,1510,1510,1087,False,False,False,False,False
GPT3.5,gsm8k,369,1198,40,0,5,5,5,4366,4366,4366,True,True,True,True,True
GPT3.5,gsm8k,370,320,5,1469,5,5,40,1469,1469,0,True,True,True,True,True
GPT3.5,gsm8k,371,50,40,0,5,5,10,3288,3288,2817,True,True,True,True,True
GPT3.5,gsm8k,372,5,15,1555,5,5,20,2146,2146,1253,True,True,True,True,True
GPT3.5,gsm8k,373,240000,5,1658,5,5,40,1658,1658,0,True,True,True,True,True
GPT3.5,gsm8k,374,45,5,2683,5,5,5,2683,2683,2683,True,True,True,True,True
GPT3.5,gsm8k,375,48,5,2009,5,5,5,2009,2009,2009,True,True,True,True,True
GPT3.5,gsm8k,376,15,5,1976,5,5,5,1976,1976,1976,True,True,True,True,True
GPT3.5,gsm8k,377,50,5,2281,5,5,10,2281,2281,1964,True,True,True,True,True
GPT3.5,gsm8k,378,15,5,1686,5,5,5,1686,1686,1686,True,True,True,True,True
GPT3.5,gsm8k,379,21,5,1451,5,5,5,1451,1451,1451,True,True,True,True,True
GPT3.5,gsm8k,380,803,30,821,5,5,40,3062,3062,0,True,True,False,False,True
GPT3.5,gsm8k,381,67,5,1909,5,5,5,1909,1909,1909,True,True,True,True,True
GPT3.5,gsm8k,382,350,5,2519,5,5,5,2519,2519,2519,True,True,True,True,True
GPT3.5,gsm8k,383,2,5,3899,5,5,5,3899,3899,3899,True,True,True,True,True
GPT3.5,gsm8k,384,32,5,2722,5,5,10,2722,2722,2330,True,True,True,True,True
GPT3.5,gsm8k,385,16,5,2384,5,5,5,2384,2384,2384,True,True,True,True,True
GPT3.5,gsm8k,386,80,5,1923,5,5,40,1923,1923,0,True,True,True,True,True
GPT3.5,gsm8k,387,36,5,1223,5,5,5,1223,1223,1223,True,True,True,True,True
GPT3.5,gsm8k,388,88,5,1813,5,5,5,1813,1813,1813,True,True,True,True,True
GPT3.5,gsm8k,389,6,10,1701,5,5,40,1963,1963,0,True,True,True,True,True
GPT3.5,gsm8k,390,12,5,1960,5,5,5,1960,1960,1960,True,True,True,True,True
GPT3.5,gsm8k,391,15,5,3185,5,5,5,3185,3185,3185,True,True,True,True,True
GPT3.5,gsm8k,392,34,40,0,5,15,40,2150,1525,0,True,True,False,True,True
GPT3.5,gsm8k,393,20,5,2716,5,5,5,2716,2716,2716,True,True,True,True,True
GPT3.5,gsm8k,394,92,40,0,5,5,40,3627,3627,0,True,True,False,False,True
GPT3.5,gsm8k,395,38,5,2729,5,5,35,2729,2729,397,True,True,True,True,True
GPT3.5,gsm8k,396,3,5,2259,5,5,40,2259,2259,0,True,True,True,True,True
GPT3.5,gsm8k,397,25,5,1959,5,5,5,1959,1959,1959,True,True,True,True,True
GPT3.5,gsm8k,398,168,20,1150,5,5,10,2015,2015,1696,True,True,True,True,True
GPT3.5,gsm8k,399,12,5,1959,5,5,5,1959,1959,1959,True,True,True,True,True
GPT3.5,gsm8k,400,48,5,1349,5,5,5,1349,1349,1349,True,True,True,True,True
GPT3.5,gsm8k,401,14400,20,1190,5,5,5,2072,2072,2072,False,False,False,False,False
GPT3.5,gsm8k,402,4,5,2832,5,5,30,2832,2832,798,True,True,True,True,True
GPT3.5,gsm8k,403,81,10,3186,5,5,10,3738,3738,3186,False,False,False,False,False
GPT3.5,gsm8k,404,22,5,3000,5,5,5,3000,3000,3000,True,True,True,True,True
GPT3.5,gsm8k,405,50,40,0,5,5,20,3329,3329,1870,True,True,False,False,True
GPT3.5,gsm8k,406,200,40,0,5,5,10,2656,2656,2262,False,False,False,False,False
GPT3.5,gsm8k,407,2000,5,2961,5,5,5,2961,2961,2961,False,False,False,False,False
GPT3.5,gsm8k,408,20,5,3361,5,5,5,3361,3361,3361,True,True,True,True,True
GPT3.5,gsm8k,409,168000,40,0,5,5,5,3998,3998,3998,False,False,False,False,False
GPT3.5,gsm8k,410,3,40,0,5,5,10,3341,3341,2891,True,True,True,True,True
GPT3.5,gsm8k,411,1110,5,1912,5,5,20,1912,1912,1094,True,True,True,True,True
GPT3.5,gsm8k,412,5,10,1481,5,5,40,1724,1724,0,True,True,True,True,True
GPT3.5,gsm8k,413,25,40,0,5,5,5,3443,3443,3443,True,True,True,True,True
GPT3.5,gsm8k,414,56,5,1862,5,5,5,1862,1862,1862,True,True,True,True,True
GPT3.5,gsm8k,415,350,5,5681,5,5,10,5681,5681,4926,True,True,True,True,True
GPT3.5,gsm8k,416,56,10,4248,5,5,30,4905,4905,1447,True,True,True,True,True
GPT3.5,gsm8k,417,3140,5,3169,5,5,10,3169,3169,2691,True,True,True,True,True
GPT3.5,gsm8k,418,40,5,2233,5,5,5,2233,2233,2233,True,True,True,True,True
GPT3.5,gsm8k,419,3000,5,2215,5,5,5,2215,2215,2215,False,False,False,False,False
GPT3.5,gsm8k,420,17000,5,1861,5,5,40,1861,1861,0,True,True,True,True,True
GPT3.5,gsm8k,421,12,5,2539,5,5,5,2539,2539,2539,True,True,True,True,True
GPT3.5,gsm8k,422,284,40,0,5,10,40,3310,2752,0,False,False,False,False,False
GPT3.5,gsm8k,423,8,40,0,5,5,5,4307,4307,4307,False,False,False,False,False
GPT3.5,gsm8k,424,570,5,2409,5,5,5,2409,2409,2409,True,True,True,True,True
GPT3.5,gsm8k,425,150,15,2263,5,5,25,3156,3156,1331,True,True,True,True,True
GPT3.5,gsm8k,426,11,5,2288,5,5,10,2288,2288,1947,True,True,True,True,True
GPT3.5,gsm8k,427,150,40,0,5,5,40,2688,2688,0,True,True,True,True,True
GPT3.5,gsm8k,428,26,40,0,5,5,15,2432,2432,1731,False,False,False,False,False
GPT3.5,gsm8k,429,13,5,1895,5,5,5,1895,1895,1895,True,True,True,True,True
GPT3.5,gsm8k,430,132,40,0,5,5,40,2474,2474,0,True,True,False,False,True
GPT3.5,gsm8k,431,1,5,2291,5,5,10,2291,2291,1961,True,True,True,True,True
GPT3.5,gsm8k,432,30,5,1974,5,5,25,1974,1974,837,True,True,True,True,True
GPT3.5,gsm8k,433,6,5,2139,5,5,10,2139,2139,1851,True,True,True,True,True
GPT3.5,gsm8k,434,5,15,2496,5,5,40,3395,3395,0,True,True,True,True,True
GPT3.5,gsm8k,435,5,5,1546,5,5,5,1546,1546,1546,True,True,True,True,True
GPT3.5,gsm8k,436,15,5,1891,5,5,5,1891,1891,1891,True,True,True,True,True
GPT3.5,gsm8k,437,7,5,1975,5,5,5,1975,1975,1975,True,True,True,True,True
GPT3.5,gsm8k,438,2,5,3258,5,5,5,3258,3258,3258,True,True,True,True,True
GPT3.5,gsm8k,439,17,40,0,5,5,5,4318,4318,4318,False,False,False,False,False
GPT3.5,gsm8k,440,98,5,3153,5,5,40,3153,3153,0,True,True,True,True,True
GPT3.5,gsm8k,441,80,5,3454,5,5,5,3454,3454,3454,True,True,True,True,True
GPT3.5,gsm8k,442,49,5,2812,5,5,25,2812,2812,1180,True,True,True,True,True
GPT3.5,gsm8k,443,59,40,0,5,5,40,3206,3206,0,False,False,False,False,False
GPT3.5,gsm8k,444,20,5,1960,5,5,5,1960,1960,1960,True,True,True,True,True
GPT3.5,gsm8k,445,6,5,3014,5,5,5,3014,3014,3014,True,True,True,True,True
GPT3.5,gsm8k,446,2,5,2324,5,5,5,2324,2324,2324,True,True,True,True,True
GPT3.5,gsm8k,447,5,5,1797,5,5,5,1797,1797,1797,True,True,True,True,True
GPT3.5,gsm8k,448,539,5,3326,5,5,5,3326,3326,3326,True,True,True,True,True
GPT3.5,gsm8k,449,112,5,1858,5,5,15,1858,1858,1324,True,True,True,True,True
GPT3.5,gsm8k,450,4,40,0,5,5,40,3968,3968,0,True,True,True,True,True
GPT3.5,gsm8k,451,11050,40,0,5,5,5,2051,2051,2051,False,False,False,False,False
GPT3.5,gsm8k,452,50,5,3333,5,5,5,3333,3333,3333,True,True,True,True,True
GPT3.5,gsm8k,453,6400,5,2067,5,5,5,2067,2067,2067,True,True,True,True,True
GPT3.5,gsm8k,454,150,5,1239,5,5,5,1239,1239,1239,False,False,False,False,False
GPT3.5,gsm8k,455,1920,15,2290,5,5,5,3120,3120,3120,True,True,True,True,True
GPT3.5,gsm8k,456,78,15,1946,5,5,10,2685,2685,2284,True,True,True,True,True
GPT3.5,gsm8k,457,45,5,2050,5,5,10,2050,2050,1750,True,True,True,True,True
GPT3.5,gsm8k,458,35,5,2535,5,5,5,2535,2535,2535,True,True,True,True,True
GPT3.5,gsm8k,459,2,5,3997,5,5,10,3997,3997,3409,True,True,True,True,True
GPT3.5,gsm8k,460,84,5,2712,5,5,40,2712,2712,0,True,True,True,True,True
GPT3.5,gsm8k,461,9,10,1392,5,5,5,1637,1637,1637,True,True,True,True,True
GPT3.5,gsm8k,462,71,5,1060,5,5,5,1060,1060,1060,True,True,True,True,True
GPT3.5,gsm8k,463,18,5,1510,5,5,40,1510,1510,0,True,True,True,True,True
GPT3.5,gsm8k,464,6,10,1853,5,5,30,2176,2176,607,True,True,True,True,True
GPT3.5,gsm8k,465,30,5,3151,5,5,5,3151,3151,3151,True,True,True,True,True
GPT3.5,gsm8k,466,1,20,1495,5,5,5,2702,2702,2702,True,True,True,True,True
GPT3.5,gsm8k,467,1200,40,0,5,5,5,2250,2250,2250,True,True,False,False,False
GPT3.5,gsm8k,468,120,5,3390,5,5,5,3390,3390,3390,True,True,True,True,True
GPT3.5,gsm8k,469,4,5,1817,5,5,5,1817,1817,1817,True,True,True,True,True
GPT3.5,gsm8k,470,3,5,2373,5,5,5,2373,2373,2373,True,True,True,True,True
GPT3.5,gsm8k,471,80,5,2961,5,5,25,2961,2961,1312,True,True,True,True,True
GPT3.5,gsm8k,472,6,10,2929,5,5,15,3372,3372,2425,False,False,False,False,False
GPT3.5,gsm8k,473,10,5,2665,5,5,5,2665,2665,2665,True,True,True,True,True
GPT3.5,gsm8k,474,80,5,2715,5,5,10,2715,2715,2323,True,True,True,True,True
GPT3.5,gsm8k,475,20,15,1743,5,5,5,2383,2383,2383,True,True,True,True,True
GPT3.5,gsm8k,476,5,5,1558,5,5,5,1558,1558,1558,True,True,True,True,True
GPT3.5,gsm8k,477,20,5,2629,5,5,5,2629,2629,2629,True,True,True,True,True
GPT3.5,gsm8k,478,621,5,2240,5,5,5,2240,2240,2240,True,True,True,True,True
GPT3.5,gsm8k,479,15400,5,2636,5,5,10,2636,2636,2223,True,True,True,True,True
GPT3.5,gsm8k,480,11,5,2713,5,5,5,2713,2713,2713,True,True,True,True,True
GPT3.5,gsm8k,481,84,5,1405,5,5,5,1405,1405,1405,True,True,True,True,True
GPT3.5,gsm8k,482,26,5,1415,5,5,40,1415,1415,0,True,True,True,True,True
GPT3.5,gsm8k,483,40,10,2171,5,5,15,2532,2532,1813,True,True,True,True,True
GPT3.5,gsm8k,484,240,5,1200,5,5,5,1200,1200,1200,True,True,True,True,True
GPT3.5,gsm8k,485,220,5,1402,5,5,20,1402,1402,812,True,True,True,True,True
GPT3.5,gsm8k,486,6,5,1645,5,5,5,1645,1645,1645,True,True,True,True,True
GPT3.5,gsm8k,487,4,5,2830,5,5,5,2830,2830,2830,True,True,True,True,True
GPT3.5,gsm8k,488,6,5,1376,5,5,5,1376,1376,1376,True,True,True,True,True
GPT3.5,gsm8k,489,-10,5,2422,5,5,40,2422,2422,0,False,False,False,False,False
GPT3.5,gsm8k,490,4,10,1733,5,5,5,2009,2009,2009,True,True,True,True,True
GPT3.5,gsm8k,491,16,5,1580,5,5,5,1580,1580,1580,True,True,True,True,True
GPT3.5,gsm8k,492,32,5,1464,5,5,5,1464,1464,1464,True,True,True,True,True
GPT3.5,gsm8k,493,25,20,1835,5,5,15,3130,3130,2255,True,True,True,True,True
GPT3.5,gsm8k,494,21,5,4477,5,5,15,4477,4477,2955,False,False,False,False,False
GPT3.5,gsm8k,495,200,5,1728,5,5,5,1728,1728,1728,True,True,True,True,True
GPT3.5,gsm8k,496,38,5,2677,5,5,5,2677,2677,2677,True,True,True,True,True
GPT3.5,gsm8k,497,112,40,0,5,5,5,2629,2629,2629,True,True,True,True,True
GPT3.5,gsm8k,498,40,5,2281,5,5,5,2281,2281,2281,True,True,True,True,True
GPT3.5,gsm8k,499,10,30,1245,5,5,25,4427,4427,1920,True,True,True,True,True
GPT3.5,gsm8k,500,16,40,0,5,5,15,4727,4727,3432,True,True,True,True,True
GPT3.5,gsm8k,501,273,5,1878,5,5,5,1878,1878,1878,True,True,True,True,True
GPT3.5,gsm8k,502,26,10,1949,5,5,5,2248,2248,2248,True,True,True,True,True
GPT3.5,gsm8k,503,18,5,2140,5,5,5,2140,2140,2140,True,True,True,True,True
GPT3.5,gsm8k,504,2,40,0,5,5,40,4272,4272,0,True,True,True,True,True
GPT3.5,gsm8k,505,1600,40,0,5,5,10,3380,3380,2851,False,False,False,False,False
GPT3.5,gsm8k,506,144,10,1787,5,5,5,2117,2117,2117,False,False,False,False,False
GPT3.5,gsm8k,507,2,5,2227,5,5,5,2227,2227,2227,True,True,True,True,True
GPT3.5,gsm8k,508,120,5,2042,5,5,5,2042,2042,2042,True,True,True,True,True
GPT3.5,gsm8k,509,4,40,0,5,5,40,2510,2510,0,True,True,False,False,True
GPT3.5,gsm8k,510,525,40,0,5,5,40,3019,3019,0,True,True,False,False,True
GPT3.5,gsm8k,511,110,5,1329,5,5,5,1329,1329,1329,True,True,True,True,True
GPT3.5,gsm8k,512,120,5,1711,5,5,5,1711,1711,1711,True,True,True,True,True
GPT3.5,gsm8k,513,300,5,1928,5,5,5,1928,1928,1928,True,True,True,True,True
GPT3.5,gsm8k,514,90000,5,3313,5,5,5,3313,3313,3313,False,False,False,False,False
GPT3.5,gsm8k,515,160,40,0,5,5,5,2581,2581,2581,True,True,False,False,False
GPT3.5,gsm8k,516,375,5,1447,5,5,5,1447,1447,1447,True,True,True,True,True
GPT3.5,gsm8k,517,18,5,1411,5,5,5,1411,1411,1411,True,True,True,True,True
GPT3.5,gsm8k,518,32,5,2946,5,5,20,2946,2946,1653,True,True,True,True,True
GPT3.5,gsm8k,519,280,10,1289,5,5,15,1521,1521,1106,True,True,True,True,True
GPT3.5,gsm8k,520,63,10,3893,5,5,40,4524,4524,0,True,True,True,True,True
GPT3.5,gsm8k,521,39,5,3170,5,5,5,3170,3170,3170,True,True,True,True,True
GPT3.5,gsm8k,522,29,5,3398,5,5,5,3398,3398,3398,True,True,True,True,True
GPT3.5,gsm8k,523,74,5,1923,5,5,5,1923,1923,1923,True,True,True,True,True
GPT3.5,gsm8k,524,9,5,2362,5,5,5,2362,2362,2362,True,True,True,True,True
GPT3.5,gsm8k,525,12,10,1843,5,5,5,2195,2195,2195,True,True,True,True,True
GPT3.5,gsm8k,526,21,35,526,5,5,5,3426,3426,3426,True,True,True,True,True
GPT3.5,gsm8k,527,48,25,1793,5,5,25,3825,3825,1793,True,True,True,True,True
GPT3.5,gsm8k,528,172,40,0,5,5,5,2438,2438,2438,False,False,False,False,False
GPT3.5,gsm8k,529,11,5,2201,5,5,10,2201,2201,1920,True,True,True,True,True
GPT3.5,gsm8k,530,36,40,0,5,5,15,2603,2603,1860,False,False,False,False,False
GPT3.5,gsm8k,531,66,40,0,5,5,5,3819,3819,3819,False,False,False,False,False
GPT3.5,gsm8k,532,25,40,0,5,5,5,3123,3123,3123,True,True,True,True,True
GPT3.5,gsm8k,533,300,5,2648,5,5,15,2648,2648,1824,True,True,True,True,True
GPT3.5,gsm8k,534,300,40,0,5,5,40,3702,3702,0,True,True,False,False,True
GPT3.5,gsm8k,535,16,5,1497,5,5,5,1497,1497,1497,True,True,True,True,True
GPT3.5,gsm8k,536,8,5,1346,5,5,5,1346,1346,1346,True,True,True,True,True
GPT3.5,gsm8k,537,188,5,1785,5,5,5,1785,1785,1785,True,True,True,True,True
GPT3.5,gsm8k,538,18,15,1221,5,5,5,1648,1648,1648,True,True,True,True,True
GPT3.5,gsm8k,539,35,25,842,5,5,40,1994,1994,0,False,False,False,False,False
GPT3.5,gsm8k,540,39,10,2305,5,5,15,2667,2667,1916,True,True,True,True,True
GPT3.5,gsm8k,541,50,40,0,5,5,10,5172,5172,4466,False,False,True,True,False
GPT3.5,gsm8k,542,7,40,0,5,5,10,2469,2469,2106,True,True,True,True,True
GPT3.5,gsm8k,543,6,5,1882,5,5,5,1882,1882,1882,True,True,True,True,True
GPT3.5,gsm8k,544,80,5,2536,5,5,25,2536,2536,1124,True,True,True,True,True
GPT3.5,gsm8k,545,30,5,1666,5,5,5,1666,1666,1666,True,True,True,True,True
GPT3.5,gsm8k,546,130,10,1788,5,5,5,2065,2065,2065,False,False,False,False,False
GPT3.5,gsm8k,547,81,5,2895,5,5,5,2895,2895,2895,True,True,True,True,True
GPT3.5,gsm8k,548,100,5,1615,5,5,5,1615,1615,1615,True,True,True,True,True
GPT3.5,gsm8k,549,398,15,1349,5,5,25,1886,1886,824,True,True,True,True,True
GPT3.5,gsm8k,550,27,5,2978,5,5,5,2978,2978,2978,True,True,True,True,True
GPT3.5,gsm8k,551,17,5,2655,5,5,5,2655,2655,2655,True,True,True,True,True
GPT3.5,gsm8k,552,450,15,1394,5,5,5,1962,1962,1962,True,True,True,True,True
GPT3.5,gsm8k,553,92,5,2382,5,5,5,2382,2382,2382,True,True,True,True,True
GPT3.5,gsm8k,554,54,40,0,5,5,5,3822,3822,3822,True,True,True,True,True
GPT3.5,gsm8k,555,2,10,1497,5,5,5,1761,1761,1761,True,True,False,False,False
GPT3.5,gsm8k,556,160,40,0,5,5,40,2159,2159,0,False,False,False,False,False
GPT3.5,gsm8k,557,70,5,2883,5,5,5,2883,2883,2883,True,True,True,True,True
GPT3.5,gsm8k,558,3,5,1656,5,5,5,1656,1656,1656,True,True,True,True,True
GPT3.5,gsm8k,559,16,30,805,5,5,10,2921,2921,2521,False,False,False,False,False
GPT3.5,gsm8k,560,45,5,1864,5,5,5,1864,1864,1864,True,True,True,True,True
GPT3.5,gsm8k,561,180,5,2551,5,5,5,2551,2551,2551,True,True,True,True,True
GPT3.5,gsm8k,562,82,5,3458,5,5,40,3458,3458,0,True,True,True,True,True
GPT3.5,gsm8k,563,12,5,2349,5,5,10,2349,2349,2034,True,True,True,True,True
GPT3.5,gsm8k,564,240,5,3716,5,5,40,3716,3716,0,True,True,True,True,True
GPT3.5,gsm8k,565,5,5,1992,5,5,5,1992,1992,1992,True,True,True,True,True
GPT3.5,gsm8k,566,10,10,2469,5,5,10,2932,2932,2469,True,True,True,True,True
GPT3.5,gsm8k,567,9,15,2538,5,5,10,3510,3510,3033,False,False,False,False,False
GPT3.5,gsm8k,568,175,5,2064,5,5,5,2064,2064,2064,True,True,True,True,True
GPT3.5,gsm8k,569,21,5,1348,5,5,10,1348,1348,1142,True,True,True,True,True
GPT3.5,gsm8k,570,23,40,0,5,5,40,3753,3753,0,False,False,False,False,False
GPT3.5,gsm8k,571,308,5,1688,5,5,15,1688,1688,1191,True,True,True,True,True
GPT3.5,gsm8k,572,100,5,3565,5,5,10,3565,3565,3008,True,True,True,True,True
GPT3.5,gsm8k,573,600,5,2040,5,5,40,2040,2040,0,True,True,True,True,True
GPT3.5,gsm8k,574,37,10,2845,5,5,5,3331,3331,3331,False,False,False,False,False
GPT3.5,gsm8k,575,36,5,2265,5,5,5,2265,2265,2265,True,True,True,True,True
GPT3.5,gsm8k,576,11232,5,3938,5,5,5,3938,3938,3938,False,False,False,False,False
GPT3.5,gsm8k,577,40,15,2057,5,5,5,2815,2815,2815,True,True,True,True,True
GPT3.5,gsm8k,578,48,5,2401,5,5,5,2401,2401,2401,True,True,True,True,True
GPT3.5,gsm8k,579,7,5,1228,5,5,5,1228,1228,1228,True,True,True,True,True
GPT3.5,gsm8k,580,500,40,0,5,5,30,2773,2773,862,False,False,False,False,False
GPT3.5,gsm8k,581,215,5,2045,5,5,5,2045,2045,2045,True,True,True,True,True
GPT3.5,gsm8k,582,129200,40,0,5,5,10,1486,1486,1279,False,False,False,False,False
GPT3.5,gsm8k,583,120,30,848,5,5,5,2829,2829,2829,True,True,True,True,True
GPT3.5,gsm8k,584,2,40,0,5,5,15,3417,3417,2410,False,False,False,False,False
GPT3.5,gsm8k,585,40,25,1389,5,5,5,3352,3352,3352,True,True,True,True,True
GPT3.5,gsm8k,586,800,5,2835,5,5,15,2835,2835,2007,True,True,True,True,True
GPT3.5,gsm8k,587,30,40,0,5,5,10,5828,5828,5060,True,True,True,True,True
GPT3.5,gsm8k,588,52,5,2555,5,5,40,2555,2555,0,True,True,True,True,True
GPT3.5,gsm8k,589,15,30,762,5,5,5,2727,2727,2727,False,False,False,False,False
